annotation_order,priority,annotation_type,anchor_chapter_country,anchor_date,anchor_document_type,anchor_title,context_date,context_distance_days,context_title,context_source,context_priority_or_status,issue_or_theme,recommended_annotation_use,source_note,anchor_pdf_url,anchor_catalog_url,context_link,anchor_record_id,context_record_id
1,High,Nearby high-priority print lead,Argentina,1989-01-23,Telcon,Memorandum of Telephone Conversation,"January 24, 1989",1,Memorandum of Conversation Between the President,Latin American Affairs Directorate Subject Files,High / 72,presidential diplomacy,"Verify the page image/OCR and decide whether this lead should be printed, used as annotation context, or ruled out against the anchor document.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00189, CF00189-008, Argentina - January 20, 1989-December 31, 1989 [4]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-01-23--Alfonsin.pdf,https://catalog.archives.gov/id/428079775,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-008.pdf#page=107,bush-library-428079775,subject-print-470766481-107-memorandum-of-conversation
2,High,Nearby high-priority print lead,Argentina,1989-01-23,Telcon,Memorandum of Telephone Conversation,"January 26, 1989",3,Ambassadorial request to meet,Latin American Directorate Chronological Files,High / 78,"democracy; presidential diplomacy","Verify the page image/OCR and decide whether this lead should be printed, used as annotation context, or ruled out against the anchor document.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00300, CF00300-009, February 1, 1989-March 1, 1989 [5]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-01-23--Alfonsin.pdf,https://catalog.archives.gov/id/428079775,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00300-009.pdf#page=142,bush-library-428079775,chronological-print-470766410-142-memorandum
3,High,Nearby high-priority print lead,Argentina,1989-05-13,Telcon,Memorandum of Telephone Conversation,"May 14, 1989",1,Letter to President Alfonsin of Argentina,Latin American Directorate Chronological Files,High / 90,"democracy; debt and economy; presidential diplomacy","Verify the page image/OCR and decide whether this lead should be printed, used as annotation context, or ruled out against the anchor document.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00300, CF00300-008, February 1, 1989-March 1, 1989 [4]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-05-13--Alfonsin.pdf,https://catalog.archives.gov/id/428080013,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00300-008.pdf#page=29,bush-library-428080013,chronological-print-470766409-29-memorandum
4,High,Nearby high-priority print lead,Argentina,1989-05-13,Telcon,Memorandum of Telephone Conversation,"May 15, 1989",2,Transmittal of the Memorandum of Conversation of,Latin American Directorate Chronological Files,High / 72,presidential diplomacy,"Verify the page image/OCR and decide whether this lead should be printed, used as annotation context, or ruled out against the anchor document.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00301, CF00301-010, May 1, 1989-May 15, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-05-13--Alfonsin.pdf,https://catalog.archives.gov/id/428080013,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00301-010.pdf#page=22,bush-library-428080013,chronological-print-470766427-22-memorandum-of-conversation
5,High,Nearby high-priority print lead,Argentina,1989-05-13,Telcon,Memorandum of Telephone Conversation,"May 16, 1989",3,Memorandum of Conversation: President’s Telephone,Latin American Directorate Chronological Files,High / 72,presidential diplomacy,"Verify the page image/OCR and decide whether this lead should be printed, used as annotation context, or ruled out against the anchor document.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00301, CF00301-015, May 16, 1989-May 30, 1989 [3]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-05-13--Alfonsin.pdf,https://catalog.archives.gov/id/428080013,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00301-015.pdf#page=50,bush-library-428080013,chronological-print-470766432-50-memorandum-of-conversation
6,High,Nearby high-priority print lead,Argentina,1989-05-13,Telcon,Memorandum of Telephone Conversation,"May 16, 1989",3,Memorandum of Conversation: President’s Telephone,Latin American Affairs Directorate Subject Files,High / 72,presidential diplomacy,"Verify the page image/OCR and decide whether this lead should be printed, used as annotation context, or ruled out against the anchor document.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00189, CF00189-008, Argentina - January 20, 1989-December 31, 1989 [4]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-05-13--Alfonsin.pdf,https://catalog.archives.gov/id/428080013,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-008.pdf#page=14,bush-library-428080013,subject-print-470766481-14-memorandum-of-conversation
7,High,Nearby high-priority print lead,Argentina,1989-09-27,Memcon,Memorandum of Conversation,"September 27, 1989",0,Meeting with President Carlos Menem of,Latin American Directorate Chronological Files,High / 72,"debt and economy; presidential diplomacy","Verify the page image/OCR and decide whether this lead should be printed, used as annotation context, or ruled out against the anchor document.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00302, CF00302-018, September 16, 1989-September 30, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",documents/argentina/1989-09-27-bush-carlos-saul-menem-memcon-91107-005-p100-scowcroft.pdf,https://catalog.archives.gov/id/366551664,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00302-018.pdf#page=36,scowcroft-366551664-100-carlos-saul-menem-memcon,chronological-print-470766455-36-memorandum-of-conversation
8,High,Nearby high-priority print lead,Argentina,1989-09-27,Memcon,Memorandum of Conversation,"September 27, 1989",0,Meeting with President Carlos Menem of,Latin American Affairs Directorate Subject Files,High / 72,"debt and economy; presidential diplomacy","Verify the page image/OCR and decide whether this lead should be printed, used as annotation context, or ruled out against the anchor document.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00189, CF00189-005, Argentina - January 20, 1989-December 31, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",documents/argentina/1989-09-27-bush-carlos-saul-menem-memcon-91107-005-p100-scowcroft.pdf,https://catalog.archives.gov/id/366551664,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-005.pdf#page=68,scowcroft-366551664-100-carlos-saul-menem-memcon,subject-print-470766478-68-memorandum-of-conversation
9,High,Nearby high-priority print lead,Argentina,1989-09-27,Memcon,Memorandum of Conversation,"September 27, 1989",0,Meeting with President Carlos Menem of,Latin American Directorate Chronological Files,High / 72,"debt and economy; presidential diplomacy","Verify the page image/OCR and decide whether this lead should be printed, used as annotation context, or ruled out against the anchor document.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00302, CF00302-018, September 16, 1989-September 30, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1989-09-27--Menem.pdf,https://catalog.archives.gov/id/428080237,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00302-018.pdf#page=36,bush-library-428080237,chronological-print-470766455-36-memorandum-of-conversation
10,High,Nearby high-priority print lead,Argentina,1989-09-27,Memcon,Memorandum of Conversation,"September 27, 1989",0,Meeting with President Carlos Menem of,Latin American Affairs Directorate Subject Files,High / 72,"debt and economy; presidential diplomacy","Verify the page image/OCR and decide whether this lead should be printed, used as annotation context, or ruled out against the anchor document.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00189, CF00189-005, Argentina - January 20, 1989-December 31, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1989-09-27--Menem.pdf,https://catalog.archives.gov/id/428080237,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-005.pdf#page=68,bush-library-428080237,subject-print-470766478-68-memorandum-of-conversation
11,High,Nearby high-priority print lead,Argentina,1989-09-27,Memcon,Memorandum of Conversation,"September 27, 1989",0,Memorandum of Conversation with President,Latin American Directorate Chronological Files,High / 72,presidential diplomacy,"Verify the page image/OCR and decide whether this lead should be printed, used as annotation context, or ruled out against the anchor document.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00302, CF00302-018, September 16, 1989-September 30, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",documents/argentina/1989-09-27-bush-carlos-saul-menem-memcon-91107-005-p100-scowcroft.pdf,https://catalog.archives.gov/id/366551664,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00302-018.pdf#page=34,scowcroft-366551664-100-carlos-saul-menem-memcon,chronological-print-470766455-34-memorandum-of-conversation
12,High,Nearby high-priority print lead,Argentina,1989-09-27,Memcon,Memorandum of Conversation,"September 27, 1989",0,Memorandum of Conversation with President,Latin American Directorate Chronological Files,High / 72,presidential diplomacy,"Verify the page image/OCR and decide whether this lead should be printed, used as annotation context, or ruled out against the anchor document.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00302, CF00302-018, September 16, 1989-September 30, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1989-09-27--Menem.pdf,https://catalog.archives.gov/id/428080237,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00302-018.pdf#page=34,bush-library-428080237,chronological-print-470766455-34-memorandum-of-conversation
13,High,Nearby high-priority print lead,Argentina,1989-09-27,Memcon,Memorandum of Conversation,"September 25, 1989",-2,Briefing Materials for the President's Meeting with,Latin American Directorate Chronological Files,High / 72,presidential diplomacy,"Verify the page image/OCR and decide whether this lead should be printed, used as annotation context, or ruled out against the anchor document.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00302, CF00302-019, September 16, 1989-September 30, 1989 [3]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",documents/argentina/1989-09-27-bush-carlos-saul-menem-memcon-91107-005-p100-scowcroft.pdf,https://catalog.archives.gov/id/366551664,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00302-019.pdf#page=33,scowcroft-366551664-100-carlos-saul-menem-memcon,chronological-print-470766456-33-memorandum
14,High,Nearby high-priority print lead,Argentina,1989-09-27,Memcon,Memorandum of Conversation,"September 25, 1989",-2,Briefing Materials for the President's Meeting with,Latin American Affairs Directorate Subject Files,High / 72,presidential diplomacy,"Verify the page image/OCR and decide whether this lead should be printed, used as annotation context, or ruled out against the anchor document.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00189, CF00189-006, Argentina - January 20, 1989-December 31, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",documents/argentina/1989-09-27-bush-carlos-saul-menem-memcon-91107-005-p100-scowcroft.pdf,https://catalog.archives.gov/id/366551664,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-006.pdf#page=42,scowcroft-366551664-100-carlos-saul-menem-memcon,subject-print-470766479-42-memorandum
15,High,Nearby high-priority print lead,Argentina,1989-09-27,Memcon,Memorandum of Conversation,"September 25, 1989",-2,Briefing Materials for the President's Meeting with,Latin American Directorate Chronological Files,High / 72,presidential diplomacy,"Verify the page image/OCR and decide whether this lead should be printed, used as annotation context, or ruled out against the anchor document.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00302, CF00302-019, September 16, 1989-September 30, 1989 [3]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1989-09-27--Menem.pdf,https://catalog.archives.gov/id/428080237,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00302-019.pdf#page=33,bush-library-428080237,chronological-print-470766456-33-memorandum
16,High,Nearby high-priority print lead,Argentina,1989-09-27,Memcon,Memorandum of Conversation,"September 25, 1989",-2,Briefing Materials for the President's Meeting with,Latin American Affairs Directorate Subject Files,High / 72,presidential diplomacy,"Verify the page image/OCR and decide whether this lead should be printed, used as annotation context, or ruled out against the anchor document.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00189, CF00189-006, Argentina - January 20, 1989-December 31, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1989-09-27--Menem.pdf,https://catalog.archives.gov/id/428080237,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-006.pdf#page=42,bush-library-428080237,subject-print-470766479-42-memorandum
17,High,Nearby high-priority print lead,Argentina,1989-09-27,Memcon,Memorandum of Conversation,"September 25, 1989",-2,Presidential Meeting with Argentine President,Latin American Directorate Chronological Files,High / 72,presidential diplomacy,"Verify the page image/OCR and decide whether this lead should be printed, used as annotation context, or ruled out against the anchor document.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00302, CF00302-019, September 16, 1989-September 30, 1989 [3]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",documents/argentina/1989-09-27-bush-carlos-saul-menem-memcon-91107-005-p100-scowcroft.pdf,https://catalog.archives.gov/id/366551664,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00302-019.pdf#page=18,scowcroft-366551664-100-carlos-saul-menem-memcon,chronological-print-470766456-18-memorandum
18,High,Nearby high-priority print lead,Argentina,1989-09-27,Memcon,Memorandum of Conversation,"September 25, 1989",-2,Presidential Meeting with Argentine President,Latin American Affairs Directorate Subject Files,High / 72,presidential diplomacy,"Verify the page image/OCR and decide whether this lead should be printed, used as annotation context, or ruled out against the anchor document.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00189, CF00189-006, Argentina - January 20, 1989-December 31, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",documents/argentina/1989-09-27-bush-carlos-saul-menem-memcon-91107-005-p100-scowcroft.pdf,https://catalog.archives.gov/id/366551664,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-006.pdf#page=27,scowcroft-366551664-100-carlos-saul-menem-memcon,subject-print-470766479-27-memorandum
19,High,Nearby high-priority print lead,Argentina,1989-09-27,Memcon,Memorandum of Conversation,"September 25, 1989",-2,Presidential Meeting with Argentine President,Latin American Directorate Chronological Files,High / 72,presidential diplomacy,"Verify the page image/OCR and decide whether this lead should be printed, used as annotation context, or ruled out against the anchor document.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00302, CF00302-019, September 16, 1989-September 30, 1989 [3]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1989-09-27--Menem.pdf,https://catalog.archives.gov/id/428080237,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00302-019.pdf#page=18,bush-library-428080237,chronological-print-470766456-18-memorandum
20,High,Nearby high-priority print lead,Argentina,1989-09-27,Memcon,Memorandum of Conversation,"September 25, 1989",-2,Presidential Meeting with Argentine President,Latin American Affairs Directorate Subject Files,High / 72,presidential diplomacy,"Verify the page image/OCR and decide whether this lead should be printed, used as annotation context, or ruled out against the anchor document.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00189, CF00189-006, Argentina - January 20, 1989-December 31, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1989-09-27--Menem.pdf,https://catalog.archives.gov/id/428080237,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-006.pdf#page=27,bush-library-428080237,subject-print-470766479-27-memorandum
21,High,Nearby high-priority print lead,Argentina,1989-09-27,Memcon,Memorandum of Conversation,"September 25, 1989",-2,Presidential Meéting with Argentine President,Latin American Affairs Directorate Subject Files,High / 72,presidential diplomacy,"Verify the page image/OCR and decide whether this lead should be printed, used as annotation context, or ruled out against the anchor document.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00189, CF00189-006, Argentina - January 20, 1989-December 31, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",documents/argentina/1989-09-27-bush-carlos-saul-menem-memcon-91107-005-p100-scowcroft.pdf,https://catalog.archives.gov/id/366551664,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-006.pdf#page=23,scowcroft-366551664-100-carlos-saul-menem-memcon,subject-print-470766479-23-memorandum
22,High,Nearby high-priority print lead,Argentina,1989-09-27,Memcon,Memorandum of Conversation,"September 25, 1989",-2,Presidential Meéting with Argentine President,Latin American Affairs Directorate Subject Files,High / 72,presidential diplomacy,"Verify the page image/OCR and decide whether this lead should be printed, used as annotation context, or ruled out against the anchor document.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00189, CF00189-006, Argentina - January 20, 1989-December 31, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1989-09-27--Menem.pdf,https://catalog.archives.gov/id/428080237,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-006.pdf#page=23,bush-library-428080237,subject-print-470766479-23-memorandum
23,High,Nearby high-priority print lead,Argentina,1989-12-20,Telcon,Memorandum of Telephone Conversation,"December 20, 1989",0,Telephone Conversation with President Menem,Latin American Affairs Directorate Subject Files,High / 78,"presidential diplomacy; panama spillover","Verify the page image/OCR and decide whether this lead should be printed, used as annotation context, or ruled out against the anchor document.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00189, CF00189-005, Argentina - January 20, 1989-December 31, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-12-20--Menem.pdf,https://catalog.archives.gov/id/428080455,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-005.pdf#page=17,bush-library-428080455,subject-print-470766478-17-memorandum-of-telephone-conversation
24,High,Nearby high-priority print lead,Argentina,1989-12-20,Telcon,Memorandum of Telephone Conversation,"December 21, 1989",1,Memorandum of Telephone Conversation with,Latin American Affairs Directorate Subject Files,High / 72,presidential diplomacy,"Verify the page image/OCR and decide whether this lead should be printed, used as annotation context, or ruled out against the anchor document.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00189, CF00189-005, Argentina - January 20, 1989-December 31, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-12-20--Menem.pdf,https://catalog.archives.gov/id/428080455,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-005.pdf#page=20,bush-library-428080455,subject-print-470766478-20-memorandum-of-telephone-conversation
25,High,Nearby high-priority print lead,Argentina,1990-12-05,Memcon,Memorandum of Conversation,"December 6, 1990",1,Uruguay Round Report,Timothy E. Deal Subject Files,High / 92,"debt and economy; presidential diplomacy; trade policy; environment","Verify the page image/OCR and decide whether this lead should be printed, used as annotation context, or ruled out against the anchor document.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Deal, Timothy E., Files, Subject Files, OA/ID CF00972, CF00972-031, Uruguay Round [6]. Access restriction: Restricted - Possibly. FOIA 2023-1227-S.",documents/argentina/1990-12-05-bush-carlos-saul-menem-memcon-91108-003-p112-scowcroft.pdf,https://catalog.archives.gov/id/366551672,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/deal/subject_2554810/41-bpr-nsc-deal-subj-cf00972-031.pdf#page=6,scowcroft-366551672-112-carlos-saul-menem-memcon,deal-print-452050622-6-memorandum
26,High,Nearby high-priority print lead,Argentina,1990-12-05,Memcon,Memorandum of Conversation,"December 6, 1990",1,Uruguay Round Report,Timothy E. Deal Subject Files,High / 92,"debt and economy; presidential diplomacy; trade policy; environment","Verify the page image/OCR and decide whether this lead should be printed, used as annotation context, or ruled out against the anchor document.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Deal, Timothy E., Files, Subject Files, OA/ID CF00972, CF00972-031, Uruguay Round [6]. Access restriction: Restricted - Possibly. FOIA 2023-1227-S.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1990-12-05--Menem.pdf,https://catalog.archives.gov/id/428081237,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/deal/subject_2554810/41-bpr-nsc-deal-subj-cf00972-031.pdf#page=6,bush-library-428081237,deal-print-452050622-6-memorandum
27,High,Partial release / alternate-copy check,Bolivia,1990-05-08,Memcon,Memorandum of Conversation,1990-05-08,,Memorandum of Conversation,Presidential Memcon Files,Partial,"Latin America; South America; Bolivia; Bush Library Memcons and Telcons; Memcon","Before printing or annotating this document, check parallel Scowcroft, backup, later-release, or agency files for a less-redacted copy.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Memcon Files, [Memorandum of Conversations (Memcons)-January 1990-June 1990]: May 1990. Declassified; partial release: Partial.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1990-05-08--Zamora-2.pdf,https://catalog.archives.gov/id/428080687,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1990-05-08--Zamora-2.pdf,bush-library-428080687,bush-library-428080687
